text,sentiment
"Proti minule generaci (Sony Xperia 1) doslo k rade vylepseni, pocinaje fotoaparatem, pres ,,povinne navyseni vykonu i pameti, az po zvetseni kapacity baterie, pridani bezdratoveho dobijeni a navrat 3,5mm jacku. Design se vyrazneji nemeni, cimz Sony dava najevo, ze stale miri na tutez sortu zakazniku-fajnsmekru nepodlehajici trendum a preferujici spise spickove hi-tech funkce.",1
RECENZE: Ozivle vyjevy z venkovskeho zivota promoruji Krajinu ve stinu,0
"Cesko-rakouske pohranici od 30. do 50. let tvori slibne vybusny pudorys premierove Krajiny ve stinu. Jenze film nevyboci ze sablony ramovane vetami ,,Prece jsme sousedi a ,,Prece se nebudeme mstit.",0
"Jakkoli se na nej dlouze ceka, je od pocatku jasne, ze prave povalecny odsun Nemcu, respektive skutecny masakr, jimz se Krajina ve stinu inspirovala, predstavuji hlavni duvod jejiho vzniku. Proto by take mohla vzkrisit obvykle polemiky typu ,,Nemci pachali horsi zverstva, pranyrujici narodni sebemrskacstvi. Ale na vyvolavani vasni je film az prilis odtazity.",0
"Cernobily format mu slusi, scenar Ivana Arsenjeva jiz mene. Autor totiz zvolil princip kolektivniho hrdiny, coz znamena, ze misto ojedinelych charakteru pracuje s typizovanymi figurkami, jakymsi statistickym vzorkem obyvatel dobove vsi, ktery muze byt cenny dejme tomu pro soucasne promorovani, avsak v dramatu neda divakum sanci, aby si vytvorili k akterum vztah.",0
"Vysledek pusobi jako ozivle obrazy, leporelo vyjevu z venkovskeho zivota od pospolitosti hospody pred erotiku na sene az po drubezi hejna - a popravde s kazdou dalsi nahou zadnici nebo husim procesim uz se manyra hodne zajida.",0
"Navic clovek vi predem, jak se modelovy pribeh bude vyvijet, jak se prirozene dvojjazycne souziti zacne drolit, jak se pocnou mnozit drobne rozmisky, menit obrazy mocipanu na zdi, prevlekat kabaty - a ze nejhure dopadnou nevinni, protoze kdyz se kaci les, letaji trisky. Rukovani, louceni, vydirani, lavirovani, jedna ilustrace vypravnejsiho Ceskeho stoleti strida druhou.",0
"Pozorovatelska nezucastnenost se obraci proti umeleckemu zameru, jak naroubovat ,,velke dejiny na ,,malou kazdodennost sedlaku, kteri si vecer dopreji pivo ci vlastenecke loutkove divadlo. Krajina ve stinu chce byt tak okate jina, neosobni, az se miji ucinkem.",0
"Ani herci vlastne nemaji co predvest, jako by pouze statovali v utrzcich ze zivota svych postav. Vyrazneji se prosazuji herecky, zejmena Barbora Polakova a Petra Spalkova - ostatne cely koncept vede k oslave statecnosti a nezdolnosti zen.",0
"Rezie Bohdan Slama, hraji Magdalena Borova, Stanislav Majer, Csongor Kassai, Barbora Polakova, Petra Spalkova",0
"Az s rokem 1945, kdy se pretrou nacisticke symboly a oprasi narodni vlajky, nabere Krajina ve stinu spad. Sice vyhaneni, rabovani, znasilnovani a zabijeni uz predvedly jine filmy, nicmene v domacke verzi, kde si vsichni tykaji a znaji sve hrichy, se hruza nasobi, ackoliv ani tady si film neodpusti doslovnost: ,,Vzdyt nikomu nic neudelali!",0
"Reziser Bohdan Slama vyjimecne tocil jinou nez vlastni latku, a trebaze ma pro vesnicke kulisy slabost, tady jim nejvice pomohli tvurci kostymu, vypravy a zejmena kameraman Divis Marek. Presto se udalost nekona, na to je obsah prilis korektni, forma prilis okazala, nazorne klise drevenych krizu prilis obehrane a konkurencni dila mistru na sudetske tema az prilis silna.",0
RECENZE: Koho vlastne nakonec tresta radoby komedie Zenska pomsta,0
"Dobra zprava: ve startovni den romanticke komedie Zenska pomsta sedeli na prvni prazske projekci v sale celkem dva platici divaci; ja a kupodivu osamely pan. Kez to napovida, ze se nad zanrovymi zmetky konecne zacina smrakat - za to se da ozelet vyhozenych dve ste korun plus zplihla pod rouskou.",0
"Spatna zprava: porad jeste se najdou lide, kteri na Zenskou pomstu daji penize. Jejich seznam lze vycist z rozvrhu sponzorskych vyrobku: zatim tri neverni manzele ve znackovych oblecich utraceji v santanech, za auta ci hodinky, jejich zhrzene manzelky si vylepsuji naladu u sektu ci kadernika, s robertky ci na panskem striptyzu, o spolecne hotelove pointe radeji nemluve.",0
"Obehrane tema ma spoustu variant od cernych krimikomedii typu Cerne vdovy po nedostiznou Valku Roseovych, k niz se Zenska pomsta nemuze priblizit ani autorsky - scenar psal rodinny tandem, reziser Dusan Rapos a predstavitelka jedne ze mstitelek Eva Vejmelkova, ani herecky.",0
"Prakticky nejprirozeneji si pocina civava, coz lze na druhou stranu pochopit, jestlize pribeh predepisuje Petru Rychlemu vceli bzukot ,,Bzzz a Miroslavu Etzlerovi hry s auticky ,,Brm brm.",0
"Panoptikum slusne situovanych hrdinu je poskladano tak, aby vedle luxusu zahrnulo komunalni satiru - lzivy stranicky lidr pred volbami, podnikatel jednajici s Cinou, novinarka nepohodlna majitelum listu, hvezda akcnich krimi prahnouci po divadelnim uznani.",0
"Kde chybi napad, coz je prakticky vsude, poslou se obe trojice na skupinovou terapii, oddelene pak damy na kavu, panove do blazince nebo do ordinace s pochroumanym nadobickem, na nez ledovy obklad certviproc pripravuje Helena Vondrackova.",0
"A porad se nic nedeje, duta pustina partnerskych banalit line plyne krajinou konverzacni doslovnosti. ,,Ten dopadl! shrne sousedka pro pripad, ze by snad nekdo nechapal.",0
"Deset procent za kameru, ktera se snazi z trapasu vybruslit, a deset pro spolutrpitele v kine, ktery se zasmal alespon vyroku ,,Sex mi sliboval az po volbach; vic se opravdu udelit neda. Protoze Zenska pomsta tresta predevsim divaky, kteri stale jeste naivne veri, ze komedie by mela pobavit.",0
RECENZE: Hladovi medvedi jedi cesnek. Idealni zabava k rodinne veceri,1
"Vedle kriklave neonovych akcnich kousku z dovozu pusobi tuzemske Mlsne medvedi pribehy, ktere prave posilily nabidku kin, jako maly osvobozujici zazrak.",1
"Spoluvytvareji jej prosta cista animace, puvabny dvougeneracni tandem zvirecich hrdinu a velmi vdecny motiv spojujici jednotlive prihody animovaneho pasma, ktere prave vstupuje do kin, totiz jidlo.",1
"Reziserky Alexandra Majova a Katerina Karhankova vysly z knihy Zbynka Cernika Velka dobrodruzstvi medveda Nedveda a medvidka Misky, hudbu pridal Prokop Holoubek z Midi Lidi, ale leckdo se pristihne, jak si ke kucharskym experimentum dvojice brouka popularni pisnicku Ivana Mladka Medvedi nevedi, v niz si chlupaci ve meste ,,koupi maliny, med a slane buraky.",1
"Jejich animovani kolegove sice nemaji zlataky, ovsem vecny hlad zahaneji svepomoci a napadite, at uz loudi pamlsky v prevleku za pandy, nebo se s prasaty deli o lanyze.",1
"Nejradeji vsak vari sami - a co je na mile serii vubec nejprijemnejsi, hrave pritom vychovavaji, aniz se dopousteji protivne doslovnych poucek.",1
"Takze pomoci palacinek s houbami povzbudi vedle branice a chutovych poharku i vedomi, jak dulezity je kompromis, a kdyz si uz potreti v tydnu dopravaji topinky s cesnekem, aniz by se ofrnovali, poskytuji pred rodinnou veceri vitany vzorec chovani.",1
Mimochodem: uspesne testovano na detech. Vyzaduji pridavek.,1
RECENZE: Film Zenska pomsta je predevsim pomstou na divacich,0
"Vezmi tri muze a tri zeny, presneji tri dobre situovane manzelske pary, vraz do toho muzskou neveru, pridej trochu lascivnosti, hodne hlouposti a snahy napodobit stokrat obehrane. Sponzorskych vyrobku pouzij prave tolik, aby vyrobu filmu zaplatily, poradne to vsechno zamichej a sup s tim do kina.",0
"To je pravdepodobne recept, podle ktereho herecka Eva Vejmelkova a reziser Dusan Rapos vytvorili film Zenska pomsta, ktery se od ctvrtka hraje v kinech.",0
"Tri zeny v podani Evy Vejmelkove, Mahuleny Bocanove a Jany Paulove se poznaji na spolecnem sezeni u psychoterapeuta, kam se vydaly, protoze jsou podvadeny svymi muzi, ktere hraji Miroslav Etzler, Robert Jaskow a Petr Rychly.",0
"Proc tam sedi vsechny najednou, kdyz se neznaji, film zdanlive ponechava stranou, ale duvod je zrejmy: i kdyz to nema nic spolecneho s logikou, bez toho by je nejspis tvurci nedokazali dat dohromady. A tak je na tu jednu pohovku zkratka bez dlouheho premysleni soupli.",0
"Zhruba polovinu promitaciho casu se pak film venuje vypraveni kazde jedne o tom, jak ji manzel podvadi. Damy se pri tom vypraveni sblizi, aby nad sklenickou sektu, pri nakupovani i zkraslovani (vse to da vyniknout zminenym sponzorskym vyrobkum) vymyslely tri straslive pomsty, jimiz neverniky znici. Coz zabere druhou polovinu filmu.",0
"Dialogy jsou chabe, bez jiskry a napadu, zapletky velmi predvidatelne s vyjimkou tech, ktere nedavaji zadny smysl. Nezodpovezena zustane patrne navzdy napriklad otazka, jak a kde se seznamili ti tri nevernici? Nakonec totiz sedi bez predchoziho varovani na teze pohovce spolecne zase oni...",0
"Herecky film odpovida tomu, jake mnozstvi nejapnosti muzi i zeny hraji, jak silene zvuky vydavaji a jak se pitvori. Zkratka tomu, co jim scenar predepsal, pripadne co prinesla improvizace pri nataceni. Jako improvizace totiz film vypada ze vseho nejvic, mimo jine prave proto, ze toho, co nedava smysl a nema vnitrni logiku, je v Zenske pomste opravdu hodne.",0
"Celkove tak jde o dalsi z ceskych filmovych komedii, jejichz tvurci se mozna pri nataceni bavili, ale prenest humor, nebo alespon zabavu, na platno neumeli. Dalsi z komedii, ktere v dusledku delaji vse pro to, aby vyhnaly divaky z uz tak dost prazdnych kin.",0
Test Hyundai i30N Project C,1
"Sportovni prvotina od Korejske automobilky je jedno velke nekoncici prekvapeni. Automobilka bez sportovnich korenu dokazala pod vedenim Alberta Biermanna postavit auto, ktere zavrelo pusu vsem kritikum. Auto postavene ve zcela jine filozofii nez jeho konkurence. Nehonilo se za casy na okruhu ani maximalnimi vykony, chtelo poskytnou co nejvetsi poteseni ridici. A presne to splnilo. Dokonale sladeny balicek ridicske radosti, a pro me stale nejzabavnejsi nova predokolka na trhu. Po par letech si dokazalo vybudovat silne postaveni: a v automobilce si rekli, ze by to chtelo jeste trochu okorenit. Prichazi tak prisne omezena edice, ktera vznikne pouze v poctu 600 kusu, z toho do Cech se jich podiva jen 7. A verte mi, ze tahle limitka neni jen o par nalepkach a hezcich kolech.",1
"Ale dnes nebudeme dokola omilat skoro hollywoodsky pribeh o tom, jak se z podcenovaneho outsidera stal hrdina - o tom uz bylo napsano dost. Dnes se podivame na to, proc je zrovna tohle auto tak vyjimecne. Hlavnim cilem uprav bylo vytvorit jeste o neco koncentrovanejsi sportovni zazitek, a slo se na to snizovanim hmotnosti. Celkem o vic, nez 50 kilo. A co je nejdulezitejsi - vetsina kil slo dolu z neodpruzenych hmot, takze na mistech, kde to opravdu dava smysl. Z onech 50 kilo ukously celych 22 kilogramu nadherna kovana kola od O.Z. racing. Odlehcovani na podvozku pokracovalo na zadni naprave, kde jsou zavesy s naboji kol nove vyrobene z hliniku. O zbytek diety se postaral carbon (odtud to ,,C v nazvu). Vsechny dily jsou vyrobeny opravdu z uhlikovych vlaken - zadne nalepky ani atrapy. Kapota prinesla usporu vice nez 7 kilo. Na prednim narazniku, prazich a zadnim difuzoru se usetrila dalsi kila. Musim pochvalit kvalitu zpracovani carbonovych dilu. Automobilka zde odvedla skvelou praci. A nejen, ze skvele vypadaji, jsou zaroven i funkcni a spolu s nizsi hmotnosti prinasi i zlepseni aerodynamiky.",1
"Dalsich vylepseni se dockal interier. Ne, zatim nejasejte. Stale jde o cerno cernou nudu, ale aspon rude pasy tu trochu delaji paradu. Ostatni zmeny jsou vicemene funkcni. Tou nejmensi je plaketka s vyrobnim cislem, ktere je dle meho na trochu zvlastnim miste a nepusobi moc hodnotne - ale je tu, a to se pocita! Dalsi novinkou je alcantarou posity volant, ktery skvele padne do ruky. Oproti klasickemu ma jeste dve kouzelna tlacitka v cervene (nebo oranzove, neumim to poznat, jsem chlap) barve, namisto standardni modre. No, a tou posledni (a nejlepsi) zmenou jsou carbonove skopky od Sabeltu, ktere ukrojily dalsich 15 kilo. Jedna vec je, ze jsou tak krasne az vam zvlhnou oci, dulezitejsi ale je, ale ze si v ,,eNku konecne muzete poradne sednout. Standardni sedadla z i30N jsou totiz zbytecne komfortni a sedi se v nich trochu jak na zachode. Zatimco ty v ,,Cecku jsou manualne posuvne, a daleko mene polstrovane. Hlavni vyhody jsou dve. Tou prvni je, ze pod zadkem mate mene materialu, takze si s vami auto muze lepe povidat. Tou druhou je, ze se sedi vyrazne niz, takze do auta doslova spadnete a jste nadherne v linii s kapotou. Ridicska pozice je nyni na zcela jine urovni. No, a vlastne me jeste napada jedna vyhoda. Pokud jste takovy porizek jako ja a do metraku vam chybi jedna poradna svacina, tak snizujete i teziste - veda. To ostatne snizila uz automobilka o 8,8 milimetru diky kratsim pruzinam.",1
"Pohonna jednotka se bohuzel zmen nedockala. Ne, ze by to bylo az tak potreba. Foukany dvoulitr je skvely, a vykon mu nechybi - stale nabizi 275 koni a 378 Nm. Ale sakra, jde o limitku. I symbolickych 10 koniku by potesilo. Nezbyva, nez jit na silnici overit, jak se zmeny podepsali na chovani tohohle ulicnika.",1
"Prvni kilometry kodrcani po meste neprinasi zadne prekvapeni. Auto je tvrde jak zebrinak. Uz klasicke i30N je poradne tuhe, a zkraceni pruzin o 6 milimetru to moc nevylepsuje. Auto i v nejmekcim nastaveni poskakuje, kopiruje kazdou diru, a tak nejak vas nuti proklinat politiky za nedodrzene sliby o opraveni silnic. Tvrda skorepina se navic ani nesnazi ochranit vase pozadi pred nakopavanim. Netvrdim, ze se to neda vydrzet. Takove Clio Trophy je jeste o kousek horsi, ale jestli tohle chcete postupovat pri denni jezdeni, tak musite byt hodne odhodlani, nebo mit sklony k sebeposkozovani. Jen to, prosim, neberte jako kritiku. Tohle auto nikdo nestavel jako nakupni tasku, a denni pouzitelnost bylo asi to posledni, co meli inzenyri v hlavach - tohle neni Golf GTI. S radosti tedy necham mesto za zady a upaluju na okresky.",1
"Blahove prepinam auto do nejostrejsiho rezimu N a vyrazim. Uz je to nejaka doba, co jsem naposledy v Nku sedel, a trochu jsem zapomnel, jaky tohle auto umi delat kraval. Po instalaci filtru pevnych castic se sice z toho cirkusu neco ztratilo, ale porad vydavaji koncovky vyfuky naprosto sileny rev, ktery pripomina zavodaky. A ta kanonada pri razeni - uz se zase smeju jak pitomec. Zajimavy poznatek je taky fakt, ze i pres totozny vykon se seriovkou se auto daleko lepe rozebiha. Motor nema takovy problem roztocit lehka kovana kola, a tahle seda strela daleko agresivneji buduje rychlost. Protahnu se prvni serii zatacek a zjistuji, ze N rezim je pro skutecny svet uz trosku moc. Priznam se, ze okreska, kterou si vybiram, nema zrovna ukazkovy povrch. Rad auta vyzkousi v limitnich situacich, ne ve sterilnich podminkach, kde funguje vse. A stejne jako u bezneho i30N i zde plati, ze nejtvrdsi rezim podvozku se hodi pouze na okruh.",1
"Auto v nem pusobi jako by nemelo tlumice, ma trochu problem drzet kontakt s vozovkou, a odskakuje na nerovnostech. Na druhou stranu, na okruhu tenhle ,,beton ocenite. Po par kilometrech tedy vymeknu, a podvozek davam do nejkomfortnejsiho nastaveni. U Hyundai i30N totiz muzete volit bud prednastavene rezimy, nebo si nakonfigurovat vlastni. Na nasich cestach se mi nejvic osvedcilo reseni vsechno nejvic, jen podvozek do mekka. A hle, vsechno se razem meni. Auto je porad tvrde jak sutr, ale dokaze naprosto dokonale kopirovat vozovku bez ohledu na to, jak moc je rozmlacena. Vsechna kola jsou neustale v kontaktu s asfaltem a vam to tak dava moznost vyuzit naplno potencial auta. Najednou je auto jak terier, ktery se zene za mickem. Z jedna zatacky do druhe skace s takovou chuti, ze se vam tomu nechce verit. Nikde jsem se o tom nedocetl, ale trochu Hyundai podeziram z toho, ze auto ma trochu agresivnejsi geometrii, protoze to, jakym zpusobem pada do oblouku je opravdu uzasne. Auto predvadi skvelou stabilitu. Jakmile se kousne, uz nepusti. Navic mu vylozene chutna drsne zachazeni. Jakmile k nemu budete pristupovat v rukavickach, zacne se s vami hadat. Musite mu davat jasne prikazy, drzet ho pod krkem, a hlavne se nepo***.",1
"Ono totiz oproti vetsine dnesnich hothatchu pusobi dost divoce a nesmlouvave. Skvelou praci odvadi i elektronicky rizeny samosvor na predni naprave. V oblouku krasne stahuje cumak dovnitr zatacky a na vyjezdu muzete poradne zatopit beze strachu, ze spachate kremaci jedne gumy. Naprosto fenomenalni je take sestistupnovy manual. Ten je oproti standardu beze zmeny, ale to vubec nevadi. Ma kratke presne drahy, a menit s nim rychlosti je naprosta slast. A zapomenout urcite nemuzu ani na vytecne nastavene rizeni. Posilovac v Nku beru spolecne s tim v ToyoBaru za jeden z nejlepe naladenych na trhu. Je prijemne tuhy, k ridici posila kupu informaci a nechybi mu presnost. Taky je rizeni extremne rychle. Mezi krajnimi polohami ma jen lehce pres 2 otacky, a je tak citlive, ze i sebemensi impulz se ihned prenasi do karoserie. Ze zacatku jsem tak mel trochu problem drzet auto v primem smeru na dalnici, ale je to o zvyku. Jakmile dojde na lamani chleba a budete chtit auto vyuzit k tomu, k cemu bylo stvorene, budete ho milovat. Auto diky nemu muzete skladat s naprostou preciznosti do zatacek, a pritom snad nikdy nedojde na situaci, kdy bude potreba ruckovat.",1
"Celkove by se dalo rict, ze vse, co plati o beznem Nku, plati i zde. Stale je to uzasne zabavne auto, ktere svym pristupem k ridici nema ve sve tride konkurenci. Stale ma v sobe ten spravny nadech starych casu, kdy bylo potreba opravdu ridit. Stale jde o trochu zaludnou potvoru, kterou se musite naucit krotit, ale odmeni se vam za to spoustou zazitku. V limitovane verzi se ale podarilo kazdou ze zminenych vlastnosti posunout jeste o maly kousek dal a stvorit tak opravdu koncentrovany ridicsky nastroj, ktery bavi a zaroven je az nebezpecne rychly. Na prvni pohled decentni zmeny maji ve vysledku obrovsky dopad na to, jak cele auto pusobi. Je to skvela ukazka poctiveho tovarniho tuningu, kde se zlepsilo cele auto a stvoril se naprosto vyvazeny balicek, ktery dohromady funguje v naproste symbioze.",1
"Na tech par radku je opravdu tezke dostat vsechny pocity a to, jak neuveritelne funkcni tohle auto je, kdyz dojde na ostrou jizdu. Ted bych vam tu mohl zacit vypravet o jednom krasnem vyletu do nejvyssiho ceskeho pohori, kde jsem s timhle prckem na zakroucenych cestickach delal vrasky na cele majiteli osmivalcove R8, ale vy byste mi stejne neverili...a ve finale to ani neni dulezite. Dulezite je, ze Hyundai postavil auto, na ktere budu s laskou vzpominat. Auto, ktere svym razenim vyvolava vzpominky na dobu davno minulou. Auto, ktere potrebuje, aby se ve vas probudil ridic. A za kazde takove je potreba byt vdecny. At si klavesnicovi kovbojove treba otlucou prsty do krve, Hyundai i30N Project C je zatracene povedeny kousek.",1
"Hyundai i30N Project C toho na prvni pohled moc nemeni, ale male zmeny na hodne mistech prinesly zcela nove chovani auta. Jde o koncentrovanou ridicskou zabavu a zavan starych casu, kdy byla auta trochu zbesilejsi.",1
Test Peugeot 208 GT Line: Na pomezi premiove tridy,1
"Peugeot 208 ukazuje, ze male auto nemusi za kazdou cenu znamenat levnou roztresenou krabicku. Ma skvely design i zpracovani, jiste jizdni vlastnosti, ale na muj vkus by zaslouzil trochu ostrejsi drapky.",1
"Ty tam jsou doby, kdy nad malymi auty do mesta lide ohrnovali nos a francouzske znacky byli navic jeste k tomu tercem nejruznejsich vtipu. Za posledni dobu se jejich evoluce zda dokonce nezastavitelna a cela novinarska obec se podivuje nad tim, v jak silenem tempu frantici inovuji.",1
"Peugeot 208 neni vyjimkou. K zahozeni nebyla ani jeho predchozi verze, ale soucasna ma vylozene sarmu na rozdavani. Cela dve ste osmicka vypada agresivne a v nami testovane variante tmave sede barvy se pysni primo dravym vzhledem. Nejvetsi dominantou jsou samozrejme LED svetla, ktera se proste povedly vyborne a za ty si designer rozhodne vyslouzil tucnou odmenu. Jsou vlastne sladena na obou koncich auta. Vzadu trojice sikmo svislych svetel pripomina lvi drapy. Predni svetla se nesou v takrka stejnem duchu a jeste navic doplneny o jiz tak typicke Peugeoti kly, ktere byly proste napric celou znackou trefou do cerneho. Asi nejhezci je pak na celem aute pohled sikmo na zadni cast. Spolecne s tmavymi doplnky vypada sportovne, dokonce jako po lehkem zasahu tunerske firmy.",1
"Tak jak je ale 208 hezka zvenku, uvnitr je to pak naprosta lahudka a nekolik lidi se po otevreni dveri nestiha divit, jak odvazani v Peugeotu byli. Nejvetsi dominantou je urcite malicky a sportovne vypadajici volant, zplostely z horni i spodni strany, vespod navic jeste vybaveny chromovym emblemem GT. Trochu me vraci do detskych let a pripomina mi volant z videoher, ktere jsme jako kluci hrali a ja se vzdycky divil, proc tak krasne volanty nedavaji automobilky do svych vozu. No konecne jsem se dockal. Nemuzu se dockat az za nej usednu. Jakmile to udelam a nastartuji, moje prekvapeni pokracuje. Cela sedacka s velmi dobrym bocnim vedenim me jemne obejme a povrch sedadla je prijemny na omak.",1
"Cely interier je ladeny do cerna a me se temne interiery libi. Nejvetsim sokem je vsak 3D palubni deska pred volantem. Vypada to uzasne a ve mne to vzbuzuje pocit jako ze si chci na jednotlive symboly sahnout, vzit je do ruky a prohlednout z blizka jak to funguje.  Mezi jednotlivymi zobrazenimi palubky si muzete prepinat na multifunkcnim volantu. Jejich zmena je sice ponekud vlaznejsi, ale za ten efekt odpoustim. Vpravo nad stredem palubni desky pak vycniva displej infotainmentu, k jehoz grafice nemam zadne vyhrady. Neni sice uplne soucasti palubni desky, ale neni ani vystrceny tak nevkusne jako u jinych aut a navic je prijemne naklopeny k ridici. Jeho odezvy jsou svizne, okamzite a menu prehledne. Tesne pod nim jsou pak umisteny pekne vyvedene klavesove spinace a nad nimi symboly k ovladani hlavnich menu infotainmentu.",1
"Vypadaji sice jen jako namalovane obrazky, ale jsou dotykove. Je to vtipne a ucelne reseni jak se rychle celym infotainmentem pohybovat a navic super na udrzbu, kdy prach setrete jednim tahem a je uklizeno. Dale dolu je potom decentne schovana a velmi objemna vyklapeci schranka, kde samozrejme najdete USB konektory. Cely stredni panel pak zakoncuje krasna radici paka automaticke prevodovky, ktera mi opet z dob videoher pripomina zahnuty joystick. Jsem proste cim dal vic presvedceny, ze designer interieru je nadseny parmen. Cely interier pak doplnuji integrovane LED pasky. Nejvetsi barevna hudba se rozjede prave se setmenim, kdy interier 208 opravdu vypada jak z jineho sveta.",1
"Zkousim trochu skepticky rozjet trivalcovy preplnovany motor 1,2 o vykonu 96 kW. Ve spodnich otackach o nem neni skoro vedet, ale s pribyvajicimi otackami se projevuje jeho jadrny zvuk a nezni to vubec spatne. Osmi stupnovy automat sklada jeden kvalt za druhym jak po masle a ja si rikam, ze mi vlastne vubec nic nechybi. Sily je tu dost, na predjizdeni zadny problem a s katolickou jizdou jsem se za cely tyden v pohode pohyboval pod 6ti litry na 100 km. Je pravdou, ze absolutni pohodu na palube mi obcas prekazilo jen lehke cuknuti prevodovky pri podrazeni, ale ze by me to nejak vyvedlo z pohodove nalady na palube maleho Peugeotu rici nemuzu. Vsimnout se toho sice da, ale 208 bych kvuli tomu rozhodne nezavrhoval.",1
"Rizeni jde zlehka a chtelo by se rici, ze vam k ovladani Peugeota staci pouhy pohled. Rizeni je mirne preposilovane, ale od podvozku jsem mel porad dost informaci a i kdyz jsem se nekde nechal unest a nekolikrat se mi auto podarilo na horsim povrchu dostat do pretaciveho smyku, jeho chovani je stale citelne. Rikate si co vas muze navnadit na lehke sportovani s timhle GTckem? Staci si jen prepnout do sportovniho rezimu, motor se zacne ochotne vytacet k vyssim otackam a zacit radit padly pod volantem. Nevyvola to ve vas samozrejme ty nejuzasnejsi sportovni zazitky, ale na obcasne vyblbnuti jako delane. Pri normalni jizde obcasne vymeteni vymolu, nebo jizda po spatne silnici take nejsou duvodem k tomu, ze bych si na neco chtel stezovat.",1
"Peugeot me s francouzskou gracii prenasi pres nerovnosti, rany do podvozku snasi statecne a kolem me se proste rozleva jen pohoda. Tu jeste umocnuje pocit, ze na me dohlizi nekolik bezpecnostnich asistentu, kteri hlidaji jizdu v pruzich, nastavuji rychlost tempomatu, hlidaji mrtve uhly, nebo ctou dopravni znacky. Asi jediny, kdo takovou pohodu s vami na palube sdilet nebude budou cestujici na zadnich sedackach. Peugeot 208 je proste ze segmentu malych aut a tak proste misto vzadu z niceho nevykouzlite. Ridici nad 180 cm si za sebe pak posadi pohodlne tak akorat deti.",1
"Peugeot 208 nam prijde opravdu hodne sympaticky maly Francouz. Je povedeny jak z venku, tak zevnitr. Je pohodlny, vpredu ergonomicky skvely a rozhodne s nim neni nuda. Po prvni predvadecce urcite oslovi mnoho lidi, ale otazkou bude, kolik z nich pak po sdeleni cenovky skutecne prodejci presvedci, aby s nim odjeli, protoze proste neni z nejlevnejsich.  Verze GT Line je nad pul milionu a levnejsi zakladni verze uz tolik smrncu nemaji. Frantici si jsou posledni dobou ale hodne jisti v kramflecich a dobre vi co delaji. Nam je jejich prace moc sympaticka.",1
Shelly Duo recenze: levna chytra zarovka do kazde domacnosti i kancelare,1
"Trh s chytrymi zarovkami se neustale rozrusta a chytre produkty se cim dal vice dostavaji do beznych domacnosti. V dnesni dobe neni porizeni chytreho osvetleni domu nikterak draha zalezitost a na trh prichazeji novi hraci. Mezi ne patri i firma Shelly, ktera sidli v Bulharku, konkretne v hlavnim meste Sofie. Ta nabizi vse od zarovek, pres pozarni hlasice az po zasuvky. V dnesni recenzi si vsak ukazeme zarovku Shelly Duo.",1
Obsah Baleni Shelly Duo,1
"Baleni Shelly Duo neni nikterak bohate. Musite totiz myslet na to, ze stale kupujete zarovku za par stovek a tak necekejte zadne dalsi prislusenstvi, ani manual. Ten je dostupny na strankach vyrobce v PDF formatu. Na tom nevidime nic spatneho. Krabicka na sve vnejsi strane zminuje vsechny klicove vlastnosti, jako mobilni aplikaci Shelly Cloud, funkcnost s Wi-Fi 2.4 GHz, maximalni svitivost 800 lumenu, dalkove ovladani, casovac vypinani a zapinani ci SSL konektivitu.",1
Zpracovani a vzhled Shelly Duo,1
"Pokud jste nekdy v ruce drzeli nejakou novejsi zarovku, nic vas na Shelly Duo neprekvapi. Jedna se o klasickou zarovku, ktera je urcena do patice E27. Ma v sobe integrovanou Wi-Fi a nepotrebuje zadny dalsi hub k provozu, coz potesi.",1
Proc chtit chytrou zarovku?,1
"Jak jsme zminovali v prvnim odstavci, trh s chytrymi zarovkami se neustale rozrusta a tyto veci se tak stavaji beznym uzivatelum mnohem dostupnejsi. Asi si mnoho z vas rika, na co je takova zarovka dobra? Preci nejsme tak lini, abychom se nedokazali zvednout z gauce a zmacknout vypinac. Jenze benefity nejen Shelly Duo jsou uplne jine. A to, ze se da na dalku vypinat a zapinat je jen takovy maly bonus.",1
"Tim nejlepsim je moznost zeslabovani/zesilovani svetla a hlavne nastaveni teploty. A ted nemluvime o RGB, ktere je pro potreby normalni domacnosti zcela zbytecne, ale o teplote. Zarovku Shelly Duo jsme testovali v byte, ktery je i pres den kvuli mensim oknum pomerne tmavy a tak v nem vynikla jeste vice. Rano, kdyz jsme potrebovali byt produktivni a psali jsme clanky se nam hodilo studene, modre svetlo, ktere bylo po vetsinou na 100 % jas. Naopak vecer u televize, nebo pokud je libo pri usinani se hodi spise teplejsi, zlutejsi odstin ktery staci na 30 % jas.",1
Aplikace Shelly Cloud,1
"Pro ovladani zarovky Shelly Duo je zde aplikace Shelly Cloud, ale i ostatni sluzby. Oblibili jsme si tydenni rozvrh. Vzhledem k tomu, ze po vetsinu dne vime, co budeme zrovna delat a kde budeme jsme si nastavili presny rozvrh toho, kdy ma zarovka svitit a jak.",1
